Depth;Age;Pinus;Picea;Betula;Alnus;Juniperus;Acer;Ulmus;Quercus;Empetrum Nigrum;Vaccinium;Salix;Ericaceae;Corylus;Fraxinus;Tilia;Calluna;Poaceae;Moneses;Thalictrum;Viola Polustris;Philipendula;Artemisia;Urtica;Humulus;Asteraceae;Chenopodiaceae;Rumex Acetosa;Apiaceae;Trifolium;Plantago major media;Rosaceae;Ranunculus acris;Brasicaceae;Gallium;Saxifraga;Epilobium;Cyperaceae;Lycopodium annotinum;Sphagnum;Driopteris;Typha;Potamogen;Nymphar;Isoetes;Charcoal;Fungi hyphae;Pinus + Fungi;FeS2;Ustilagum;Meliola;Glomus;Helicoon Ellipticum;Neurospora;Cercophora;Selaginella;plantago lanceolate;Gelasinospora;drosera rotundifolia;Pinus 1/2;Picea 1/2;Betula Coroded;POLLEN SUM;Sediment accrate;Lycopodium count;Lycopodium tab added;Lycopodium per tablet;Lyc batch No.;Sample vol., ml;Sample thickness, cm
34.5;2971.5;53.11111111;14.44444444;30.22222222;0.444444444;0;0;0;0;0;0;0;0.444444444;0;0;0;0;1.111111111;0;0;0.222222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.442477876;0;0;0;0;0;17.27941176;28.22966507;0;0;0;0;0;0;0;0;0;0;0.22172949;0.22172949;31.40243902;5.462184874;0;;;;;;;;
35;2999.5;59.09090909;13.04347826;24.90118577;1.185770751;0.395256917;0;0;0;0;0;0;0.790513834;0;0;0;0;0.197628458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.395256917;0;1.171875;0.393700787;0;0;0;0;12.75862069;26.02339181;0;0;0;0;0;0;0;0;0;0;0;0;31.80592992;6.296296296;0;;;;;;;;
35.5;3023.5;59.76095618;11.75298805;26.09561753;1.195219124;0.199203187;0;0;0;0;0;0;0.398406375;0;0;0;0;0.398406375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199203187;0;1.181102362;0.594059406;0;0;0;0;11.4638448;24.96263079;0;0;0;0;0;0;0;0;0;0;0;0;28.08022923;5.283018868;0;;;;;;;;
36;3051;58.0270793;12.37911025;28.04642166;0.386847195;0;0;0;0;0;0;0;0.580270793;0;0;0;0;0.193423598;0;0;0;0;0.193423598;0;0;0;0;0;0;0;0;0;0;0;0.193423598;0;0;0;0;1.147227533;0.193050193;0;0;0;0;12.81618887;25.61151079;0;0;0;0;0;0;0;0;0;0;0;0;28.0945758;5.137614679;0;;;;;;;;
36.5;3076;62.74900398;9.163346614;25.09960159;1.593625498;0.796812749;0;0;0;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199203187;0;0.986193294;0.198807157;0;0;0.198807157;0;7.037037037;23.59208524;0;0;0;0;0;0;0;0;0;0;0;0;33.77308707;4.562737643;0;;;;;;;;
37;3102;57.50988142;13.43873518;26.48221344;0.988142292;0.197628458;0;0;0;0;0;0;0.395256917;0;0;0;0;0.197628458;0;0;0;0;0.395256917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.395256917;0;1.171875;0;0;0;0;0;20.18927445;26.77279305;0;0;0;0;0;0;0;0;0;0;0;0;27.92022792;6.296296296;0;;;;;;;;
37.5;3127;59.2445328;13.12127237;25.04970179;1.590457256;0.198807157;0;0;0;0;0;0;0.198807157;0;0;0;0;0.397614314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198807157;0;0.396039604;0.198412698;0;0;0;0;14.01709402;24.7005988;0;0;0;0;0;0;0;0;0;0;0;0;30.42876902;5.981308411;0;;;;;;;;
38;3150.5;53.07692308;13.46153846;30.38461538;1.730769231;0;0;0;0;0;0;0.192307692;0.576923077;0;0;0;0;0.192307692;0;0;0;0;0;0;0;0;0.192307692;0;0;0;0;0;0;0;0;0;0;0.192307692;0.19193858;0.763358779;0.19193858;0;0;0;0;16.8;25.07204611;0;0;0;0;0;0;0;0;0;0;0.19193858;0;27.57660167;5.797101449;0;;;;;;;;
38.5;3178;53.22896282;13.3072407;30.52837573;1.369863014;0.195694716;0;0;0;0;0;0;0.587084149;0;0;0;0;0.391389432;0;0;0.195694716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.195694716;0;0;0;0.776699029;0;0;0;0.1953125;0;16.63947798;25.07331378;0;0;0;0;0;0;0;0;0;0;0;0;27.92665726;5.893186004;0;;;;;;;;
39;3205;51.93370166;11.78637201;33.5174954;2.025782689;0;0;0;0;0;0;0;0.368324125;0;0;0;0;0;0;0;0;0;0;0;0.184162063;0;0;0;0;0;0;0;0;0;0;0;0;0.184162063;0;0.183823529;0.183823529;0;0;0;0;16.84532925;25.41208791;0;0;0;0;0;0;0;0;0;0;0;0.183823529;27.50333778;5.89254766;0;;;;;;;;
39.5;3233.5;56.88622754;14.37125749;27.34530938;0.598802395;0.199600798;0;0;0;0;0;0;0.399201597;0;0;0;0;0.199600798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.595238095;0.199203187;0;0;0;0;14.50511945;25.88757396;0;0;0;0;0;0;0;0;0;0;0;0;29.53586498;6.003752345;0;;;;;;;;
40;3261;62.42544732;13.71769384;21.66998012;0.795228628;0.198807157;0;0;0;0;0;0;0.596421471;0;0;0;0;0.397614314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198807157;0;0.984251969;0;0;0;0;0;17.67594108;26.56934307;0;0;0;0;0;0;0;0;0;0;0;0;30.62068966;5.628517824;0;;;;;;;;
40.5;3288;61.50793651;13.88888889;22.81746032;0.396825397;0.198412698;0;0;0;0;0;0;0.595238095;0;0;0;0;0.198412698;0;0;0;0;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0;0.787401575;0;0;0;0;0;17.51227496;26.31578947;0;0;0;0;0;0;0;0;0;0;0;0;30.5785124;5.970149254;0;;;;;;;;
41;3316;64.75247525;10.4950495;22.97029703;0.396039604;0.198019802;0;0;0;0;0;0;0.396039604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.792079208;0;1.3671875;0.590551181;0;0;0;0;13.23024055;25.73529412;0;0;0;0;0;0;0;0;0;0;0;0;28.97327707;5.253283302;0;;;;;;;;
41.5;3344;63.28125;9.765625;24.8046875;0.78125;0;0;0;0;0;0;0;0.78125;0;0;0;0;0.390625;0;0;0;0;0.1953125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.775193798;0;0;0;0;0;15.37190083;26.11832612;0;0;0;0;0;0;0;0;0;0;0;0;30.62330623;4.832713755;0;;;;;;;;
42;3369.5;64.08730159;12.6984127;19.84126984;0.992063492;0.396825397;0;0;0;0;0;0;0.793650794;0;0;0;0;0.595238095;0;0;0;0;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.396825397;0;0.787401575;0;0;0;0;0;15.71906355;25.99118943;0;0;0;0;0;0;0;0;0;0;0;0;32.25806452;5.263157895;0;;;;;;;;
42.5;3398;59.95575221;13.49557522;24.33628319;1.10619469;0.221238938;0;0;0;0;0;0;0.221238938;0;0;0;0;0.221238938;0;0;0;0;0.221238938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.221238938;0;1.094091904;0;0;0;0;0;18.99641577;28.70662461;0;0;0;0;0;0;0;0;0;0;0;0;38.41961853;5.833333333;0;;;;;;;;
43;3423;58.64811133;9.145129225;29.82107356;0.994035785;0.198807157;0;0;0;0;0;0;0.795228628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.397614314;0;0.396039604;0;0;0;0;0;15.74539363;26.24633431;0;0;0;0;0;0;0;0;0;0;0;0;31.93504736;4.554079696;0;;;;;;;;
43.5;3449;56.39534884;10.07751938;30.23255814;0.775193798;0.581395349;0;0;0;0;0;0;1.162790698;0;0;0;0;0.387596899;0;0;0;0;0;0;0;0;0.19379845;0;0;0;0;0;0;0;0;0;0;0.19379845;0;0.193423598;0.193423598;0;0;0;0;15.68627451;25;0;0;0;0;0;0;0;0;0;0;0;0;28.33333333;4.79704797;0;;;;;;;;
44;3476;60.58823529;12.74509804;23.1372549;1.568627451;0.784313725;0;0;0;0;0;0;0.588235294;0;0;0;0;0.196078431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.392156863;0.195694716;1.544401544;0.195694716;0;0;0;0;17.47572816;26.19392185;0.195694716;0;0;0;0;0;0;0;0;0;0;0;30.51771117;6.593406593;0;;;;;;;;
44.5;3499.5;56.89320388;13.78640777;25.4368932;1.165048544;0.776699029;0;0;0;0;0;0;1.165048544;0;0;0;0;0.582524272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.194174757;0.19379845;1.151631478;0.19379845;0;0;0;0;11.96581197;26.95035461;0;0;0;0;0;0;0;0;0;0;0;0;33.71943372;6.871609403;0;;;;;;;;
45;3528.5;58.93909627;13.94891945;24.36149312;0.982318271;0.392927308;0;0;0;0;0;0;0.392927308;0;0;0;0;0;0;0;0.392927308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.589390963;0;1.356589147;0.5859375;0;0;0;0;11.01398601;26.01744186;0;0;0;0;0;0;0;0;0;0;0;0;31.49394347;6.261510129;0;;;;;;;;
45.5;3563;59.29549902;12.72015656;24.85322896;1.56555773;0;0;0;0;0;0;0;0.782778865;0;0;0.195694716;0;0.195694716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.391389432;0;1.541425819;0;0;0;0;0;13.0952381;26.68579627;0;0;0;0;0;0;0;0;0;0;0;0;36.99136868;5.893186004;0;;;;;;;;
46;3599;57.02970297;12.27722772;27.72277228;1.386138614;0.396039604;0;0;0;0;0;0.198019802;0.198019802;0;0;0;0;0.198019802;0;0;0;0;0;0;0;0.198019802;0;0;0;0;0;0;0;0;0;0;0;0.396039604;0;0.980392157;0;0;0;0;0;12.17391304;26.8115942;0;0;0;0;0;0;0;0;0;0;0;0;37.73119605;5.959031657;0;;;;;;;;
46.5;3645;59.5463138;11.53119093;25.8979206;1.512287335;0.189035917;0;0;0;0;0;0.378071834;0.378071834;0;0;0;0;0.378071834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.189035917;0;0.376647834;0.188679245;0;0;0;0;13.70309951;25.80645161;0;0;0;0;0;0;0;0;0;0;0;0;32.9531052;5.366726297;0;;;;;;;;
47;3692.5;54.34782609;12.45059289;29.84189723;1.383399209;0;0;0;0;0;0;0.395256917;0.988142292;0;0;0;0;0;0;0;0;0;0;0;0;0;0.197628458;0;0;0;0;0;0;0;0;0;0;0.395256917;0;0.589390963;0.197238659;0;0;0;0;15.94684385;27.61087268;0;0;0;0;0;0;0;0;0;0;0;0;31.43631436;5.243445693;0;;;;;;;;
47.5;3738;58.82352941;10.19607843;29.41176471;0.588235294;0.196078431;0;0;0;0;0;0.196078431;0.392156863;0;0;0;0;0.196078431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.970873786;0;0;0;0;0;18.00643087;26.93409742;0;0;0;0;0;0;0;0;0;0;0;0;33.76623377;5.204460967;0;;;;;;;;
48;3781;58.05168986;9.741550696;28.2306163;1.391650099;0.198807157;0;0;0;0;0;0.397614314;0.596421471;0;0;0;0;0.397614314;0;0;0;0;0.198807157;0;0;0;0.198807157;0;0;0;0;0;0;0;0;0;0;0.596421471;0;0.984251969;0.592885375;0;0;0;0;15.31986532;26.88953488;0;0;0;0;0;0;0;0;0;0;0;0;30.04172462;4.914933837;0;;;;;;;;
48.5;3825.5;59.04572565;10.73558648;29.22465209;0.596421471;0;0;0;0;0;0;0;0.198807157;0;0;0;0;0.198807157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.788954635;0.198412698;0;0;0;0;16.99669967;27.20694645;0;0;0;0;0;0;0;0;0;0;0;0;31.00137174;5.27306968;0;;;;;;;;
49;3868;58.92857143;14.68253968;24.20634921;0.595238095;0.198412698;0;0;0;0;0;0.198412698;0.198412698;0;0;0;0;0.595238095;0;0;0;0;0;0;0;0.198412698;0;0;0;0;0;0;0;0;0;0.198412698;0;0;0;1.176470588;0.198019802;0;0;0;0;15.71906355;26.09970674;0;0;0;0;0;0;0;0;0;0;0;0;31.52173913;7.011070111;0;;;;;;;;
49.5;3911;62.37816764;12.47563353;22.61208577;0.974658869;0;0;0;0;0;0;0.194931774;0.389863548;0;0;0;0;0;0;0;0.389863548;0;0.194931774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.389863548;0;0.581395349;0;0;0;0;0;18.18181818;27.02702703;0;0;0;0;0;0;0;0;0;0;0;0;36.58838072;6.215722121;0;;;;;;;;
50;3956;56.32411067;11.06719368;30.43478261;1.185770751;0;0;0;0;0;0;0;0.592885375;0;0;0;0;0;0;0;0;0;0.197628458;0;0;0;0.197628458;0;0;0;0;0;0;0;0;0;0;0;0;0.784313725;0;0;0;0;0;18.91025641;26.77279305;0;0;0;0;0;0;0;0;0;0;0;0;29.32960894;5.597014925;0;;;;;;;;
50.5;4000;53.17460317;13.0952381;32.93650794;0.396825397;0;0;0;0;0;0;0;0.396825397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.395256917;0;0;0;0;0;20.25316456;25.99118943;0;0;0;0;0;0;0;0;0;0;0;0;29.01408451;5.970149254;0;;;;;;;;
51;4045;55.51181102;11.41732283;32.08661417;0.787401575;0;0;0;0;0;0;0;0.196850394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.78125;0.392156863;0;0;0;0;19.87381703;26.48335745;0;0;0;0;0;0;0;0;0;0;0;0;28.45070423;5.925925926;0;;;;;;;;
51.5;4088.5;55.47169811;9.811320755;32.83018868;1.320754717;0;0;0;0;0;0;0;0.377358491;0;0;0;0;0.188679245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.74906367;0;0;0;0;0;20.89552239;26.28650904;0;0;0;0;0;0;0;0;0;0;0;0;27.39726027;5.357142857;0;;;;;;;;
52;4132.5;56.09284333;12.37911025;28.62669246;1.934235977;0.193423598;0;0;0;0;0;0.193423598;0.193423598;0;0;0;0;0;0;0;0.193423598;0.193423598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.193050193;0.385356455;0;0;0;0;19.09233177;26.35327635;0;0;0;0;0;0;0;0;0;0;0;0;27.89400279;6.170598911;0;;;;;;;;
52.5;4176.5;55.95238095;12.8968254;29.76190476;1.19047619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0;0.395256917;0;0;0;0;0;15.85976628;27.06222865;0;0;0;0;0;0;0;0;0;0;0;0;28.40909091;5.970149254;0;;;;;;;;
53;4221;60.1532567;10.53639847;28.35249042;0.383141762;0;0;0;0;0;0;0;0.191570881;0;0;0;0;0.191570881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.191570881;0;0.191204589;0.191204589;0;0;0;0;12.85475793;25.85227273;0;0;0;0;0;0;0;0;0;0;0;0;27.70083102;5.434782609;0;;;;;;;;
53.5;4265;59.88142292;9.090909091;28.85375494;1.581027668;0;0;0;0;0;0;0;0.197628458;0;0;0;0;0.197628458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.197628458;0;0.589390963;0.197238659;0;0;0;0;16.77631579;26.13138686;0;0;0;0;0;0;0;0;0;0;0;0;31.62162162;5.597014925;0;;;;;;;;
54;4311;58.1920904;11.67608286;27.87193974;1.31826742;0;0;0;0;0;0;0;0.376647834;0;0;0;0;0.188323917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.376647834;0;0.561797753;0.187969925;0;0;0;0;14.49275362;25.73426573;0;0;0;0;0;0;0;0;0;0;0;0;27.5579809;6.017699115;0;;;;;;;;
54.5;4365;57.25338491;14.70019342;26.49903288;0.967117988;0;0;0;0;0;0;0;0;0;0;0;0;0.193423598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.386847195;0;0.576923077;0.193050193;0;0;0;0;16.07142857;26.35327635;0;0;0;0;0;0;0;0;0;0;0;0;27.89400279;7.513416816;0;;;;;;;;
55;4425;59.40594059;11.88118812;27.72277228;0.99009901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.785854617;0.197628458;0;0;0;0;15.12605042;26.16959064;0;0;0;0;0;0;0;0;0;0;0;0;28.77291961;5.959031657;0;;;;;;;;
55.5;4471;57.11500975;12.86549708;28.07017544;1.169590643;0;0;0;0;0;0;0;0.194931774;0;0;0;0;0.194931774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.389863548;0;1.156069364;0.194552529;0;0;0;0;17.92;26.50429799;0;0;0;0;0;0;0;0;0;0;0;0;29.04564315;6.215722121;0;;;;;;;;
56;4515.5;57.41811175;9.055876686;30.82851638;1.541425819;0.385356455;0;0;0;0;0;0;0.192678227;0;0;0;0;0.192678227;0;0;0;0;0;0;0;0;0.192678227;0;0;0;0;0;0;0;0;0;0;0.192678227;0;0.383877159;0.383877159;0;0;0;0;16.55948553;26.27840909;0;0;0;0;0;0;0;0;0;0;0;0;30.89214381;5.118829982;0;;;;;;;;
56.5;4558;53.37186898;14.45086705;29.86512524;1.541425819;0.192678227;0;0;0;0;0;0;0.192678227;0;0;0;0;0.192678227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.192678227;0;0.764818356;0.383877159;0;0;0;0;16.96;27.10674157;0;0;0;0;0;0;0;0;0;0;0;0;29.00136799;6.822262118;0;;;;;;;;
57;4601.5;53.06930693;14.05940594;30.4950495;1.188118812;0.198019802;0;0.198019802;0;0;0;0;0.198019802;0.198019802;0;0;0;0.198019802;0;0;0;0;0;0;0.198019802;0;0;0;0;0;0;0;0;0;0;0;0;0;0.197628458;0.394477318;0;0;0;0;0;13.9693356;26.7053701;0;0;0;0;0;0;0;0;0;0;0;0;26.27737226;6.307977737;0;;;;;;;;
57.5;4643;57.33855186;12.32876712;26.61448141;1.761252446;0.587084149;0;0;0;0;0;0.195694716;0.587084149;0;0;0;0;0.195694716;0;0;0;0;0;0;0.195694716;0;0;0;0;0;0;0;0;0;0;0;0;0.195694716;0;0.389863548;0.1953125;0;0;0;0;16.50326797;26.36887608;0;0;0;0;0;0;0;0;0;0;0;0;30.28649386;5.893186004;0;;;;;;;;
58;4684;91.28919861;4.529616725;1.742160279;1.045296167;0;0;0;0;0;0;0.348432056;0.696864111;0;0;0;0;0.348432056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.347222222;1.034482759;0;0;0;0;0;22.43243243;38.41201717;0;0;0;0;0;0;0;0;0;0;0;0;40.57971014;8.306709265;0;;;;;;;;
58.5;4728;53.93258427;10.11235955;32.9588015;0.74906367;0.374531835;0;0;0;0;0;0.374531835;0.561797753;0;0;0;0;0.561797753;0;0;0;0;0.187265918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.187265918;0.186915888;0.373134328;0.373134328;0;0;0;0;14.14790997;24.78873239;0;0;0;0;0;0;0;0;0;0;0;0;27.44565217;4.982206406;0;;;;;;;;
59;4770;53.69649805;12.6459144;32.10116732;0.389105058;0.389105058;0;0;0;0;0;0;0;0;0;0;0;0.194552529;0;0;0;0;0.194552529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.389105058;0;1.343570058;0;0;0;0;0;14.47587354;25.82972583;0;0;0;0;0;0;0;0;0;0;0;0;28.2122905;6.204379562;0;;;;;;;;
59.5;4812;52.89719626;9.906542056;35.70093458;0.560747664;0.186915888;0;0;0;0;0;0;0.373831776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.373831776;0;0;0;0;0;0;0;14.26282051;25.69444444;0;0;0;0;0;0;0;0;0;0;0;0;25.59109875;5.643738977;0;;;;;;;;
60;4856.5;55.24752475;11.68316832;31.48514851;1.188118812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198019802;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198019802;0;0;0;0.590551181;0.197628458;0;0;0;0;14.2614601;25.29585799;0;0;0;0;0;0;0;0;0;0;0;0;28.36879433;6.307977737;0;;;;;;;;
60.5;4901;51.953125;11.71875;33.203125;1.953125;0.390625;0;0;0;0;0;0;0;0.1953125;0;0;0;0.1953125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.390625;0;0.582524272;0.389105058;0;0;0;0;14.95016611;26.22478386;0;0;0;0;0;0;0;0;0;0;0;0;26.64756447;6.227106227;0;;;;;;;;
61;4944;56.1023622;12.99212598;29.13385827;1.181102362;0.196850394;0;0;0;0;0;0;0;0;0;0;0;0.196850394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.196850394;0;0.196463654;0;0;0;0;0;14.47811448;27.11621234;0;0;0;0;0;0;0;0;0;0;0;0.196463654;24.85207101;5.576208178;0;;;;;;;;
61.5;4985;51.17647059;10.39215686;36.2745098;1.37254902;0.392156863;0;0;0;0;0;0;0.392156863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.390625;0.390625;0;0;0;0;15;25.9796807;0;0;0;0;0;0;0;0;0;0;0;0;25.87209302;5.904059041;0;;;;;;;;
62;5029;54.79452055;10.95890411;32.4853229;1.56555773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.195694716;0;0.583657588;0.1953125;0;0;0;0;16.2295082;25.72674419;0;0;0;0;0;0;0;0;0;0;0;0;28.12939522;6.581352834;0;;;;;;;;
62.5;5068.5;57.72200772;10.81081081;28.57142857;1.351351351;0.772200772;0;0;0;0;0;0;0.386100386;0;0;0;0;0.193050193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.193050193;0.192678227;0.766283525;0.192678227;0;0;0;0;18.03797468;26.31578947;0;0;0;0;0;0;0;0;0;0;0;0;30.56300268;6.15942029;0;;;;;;;;
63;5113.5;54.77582846;9.746588694;33.33333333;0.974658869;0.194931774;0;0;0;0;0;0.194931774;0.779727096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.346153846;0.388349515;0;0;0;0;18.57142857;26.71428571;0;0;0;0;0;0;0;0;0;0;0;0;27.84810127;5.524861878;0;;;;;;;;
63.5;5158;55.66600398;11.33200795;31.21272366;0.795228628;0.596421471;0;0;0;0;0;0;0.198807157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198807157;0.198412698;0.198412698;0.198412698;0;0;0;0;14.31005111;26.99564586;0;0;0;0;0;0;0;0;0;0;0;0;27.62589928;5.981308411;0;;;;;;;;
64;5202;53.6;10.4;34.6;0.6;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199600798;0.398406375;0.199600798;0;0;0;0;17.08126036;26.79355783;0;0;0;0;0;0;0;0;0;0;0;0;25.37313433;5.660377358;0;;;;;;;;
64.5;5245.5;51.16731518;9.922178988;35.79766537;1.556420233;0.583657588;0;0;0;0;0;0.389105058;0.194552529;0;0;0;0;0.194552529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.194552529;0;0.580270793;0.387596899;0;0;0;0;9.982486865;24.30044183;0;0;0;0;0;0;0;0;0;0;0;0;25.29069767;5.514705882;0;;;;;;;;
65;5290.5;51.65048544;10.29126214;36.31067961;0.776699029;0.582524272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.194174757;0;0;0;0;0;0;0;0;0.194174757;0;0;0;0.770712909;0;0;0;0;0;10.74523397;23.59050445;0;0;0;0;0;0;0;0;0;0;0;0;26.11190818;5.850091408;0;;;;;;;;
65.5;5329;53.05719921;8.678500986;34.51676529;1.380670611;0.591715976;0;0;0;0;0;0;0.197238659;0;0;0;0;0.591715976;0;0;0;0;0.197238659;0;0.197238659;0;0;0;0;0;0;0;0;0;0;0;0;0.591715976;0;0.782778865;0;0;0;0;0;14.64646465;26.94524496;0;0;0;0;0;0;0;0;0;0;0;0;28.08510638;4.87804878;0;;;;;;;;
66;5372;51.92307692;8.269230769;37.30769231;1.346153846;0.384615385;0;0;0;0;0;0;0.576923077;0;0;0;0;0;0;0;0;0;0.192307692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.93290735;26.13636364;0;0;0;0;0;0;0;0;0;0;0;0;25.28735632;4.411764706;0;;;;;;;;
66.5;5416.5;54.80225989;9.792843691;32.9566855;1.31826742;0.188323917;0;0;0;0;0;0;0.376647834;0;0;0;0;0.376647834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.188323917;0;0.187969925;0.561797753;0;0;0;0;16.90140845;25.21126761;0;0;0;0;0;0;0;0;0.187969925;0;0;0;27.16049383;5.347593583;0;;;;;;;;
67;5457.5;56.03960396;9.702970297;31.28712871;1.98019802;0.198019802;0;0;0;0;0;0;0.198019802;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198019802;0;0;0;0;0.198019802;0;0;0;0;0;0.198019802;0;0;0.197628458;0;0;0;0;15.41038526;26.06149341;0;0;0;0;0;0;0;0;0;0;0;0;27.96005706;5.253283302;0;;;;;;;;
67.5;5502.5;54.01174168;9.39334638;35.22504892;0.782778865;0;0;0;0;0;0;0;0.391389432;0;0;0;0;0.195694716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1953125;0.583657588;0.1953125;0;0;0;0;15.25704809;26.36887608;0;0;0;0;0;0;0;0;0;0;0;0;25.83454282;5.194805195;0;;;;;;;;
68;5546;58.62745098;8.431372549;29.41176471;1.568627451;0.588235294;0;0;0;0;0;0;0;0;0;0;0;0.784313725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.588235294;0;0.195694716;0.584795322;0;0;0;0;13.70558376;26.19392185;0;0;0;0;0;0;0;0;0.390625;0;0;0;30.32786885;4.494382022;0;;;;;;;;
68.5;5589;54.92125984;9.05511811;32.48031496;3.149606299;0;0;0;0;0;0;0;0.196850394;0;0;0;0;0.196850394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.392156863;0.392156863;0;0;0;0;11.34380454;26.48335745;0;0;0;0;0;0;0;0;0;0;0;0;23.95209581;4.868913858;0;;;;;;;;
69;5634.5;53.35968379;9.881422925;34.7826087;1.778656126;0;0;0;0;0;0;0.197628458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.393700787;0.393700787;0;0;0;0;12.15277778;25.25849335;0;0;0;0;0;0;0;0;0;0;0;0;23.79518072;5.243445693;0;;;;;;;;
69.5;5679;54.73887814;9.090909091;33.655706;1.740812379;0.386847195;0;0;0;0;0;0;0;0;0;0;0;0.386847195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.193050193;0.193050193;0;0;0;0;16.47819063;25.28901734;0;0;0;0;0;0;0;0;0;0;0;0;25.61151079;4.788213628;0;;;;;;;;
